country_name,type,product,flow,year,value
Czech Republic,Balance,Residual fuel oil,Net Deliveries,2021,64
Denmark,Balance,Residual fuel oil,Net Deliveries,2021,50
Estonia,Balance,Residual fuel oil,Net Deliveries,2021,22
Finland,Balance,Residual fuel oil,Net Deliveries,2021,438
France,Balance,Residual fuel oil,Net Deliveries,2021,813
Germany,Balance,Residual fuel oil,Net Deliveries,2021,2243.857
Greece,Balance,Residual fuel oil,Net Deliveries,2021,1270.124
Hungary,Balance,Residual fuel oil,Net Deliveries,2021,3
Iceland,Balance,Residual fuel oil,Net Deliveries,2021,0
Ireland,Balance,Residual fuel oil,Net Deliveries,2021,362.444
Israel,Balance,Residual fuel oil,Net Deliveries,2021,453
Italy,Balance,Residual fuel oil,Net Deliveries,2021,868.086
Japan,Balance,Residual fuel oil,Net Deliveries,2021,7100.906
South Korea,Balance,Residual fuel oil,Net Deliveries,2021,1632.354
Latvia,Balance,Residual fuel oil,Net Deliveries,2021,0.199
Lithuania,Balance,Residual fuel oil,Net Deliveries,2021,15.7
Luxembourg,Balance,Residual fuel oil,Net Deliveries,2021,0.178
Mexico,Balance,Residual fuel oil,Net Deliveries,2021,4443
Netherlands,Balance,Residual fuel oil,Net Deliveries,2021,0
Norway,Balance,Residual fuel oil,Net Deliveries,2021,27.906
New Zealand,Balance,Residual fuel oil,Net Deliveries,2021,59
Poland,Balance,Residual fuel oil,Net Deliveries,2021,192.249
Portugal,Balance,Residual fuel oil,Net Deliveries,2021,334.056
Slovakia,Balance,Residual fuel oil,Net Deliveries,2021,-34.965
Slovenia,Balance,Residual fuel oil,Net Deliveries,2021,0
Spain,Balance,Residual fuel oil,Net Deliveries,2021,1692.696
Sweden,Balance,Residual fuel oil,Net Deliveries,2021,356.453
Switzerland,Balance,Residual fuel oil,Net Deliveries,2021,0
Türkiye,Balance,Residual fuel oil,Net Deliveries,2021,268.636
United Kingdom,Balance,Residual fuel oil,Net Deliveries,2021,256
United States,Balance,Residual fuel oil,Net Deliveries,2021,3304
Australia,Balance,Residual fuel oil,Net Deliveries,2021,219.085
Austria,Balance,Residual fuel oil,Net Deliveries,2021,54.118
Belgium,Balance,Residual fuel oil,Net Deliveries,2021,30.5
Canada,Balance,Residual fuel oil,Net Deliveries,2021,2804.956
Chile,Balance,Residual fuel oil,Net Deliveries,2021,378.812
Czech Republic,Balance,Residual fuel oil,Net Deliveries,2021,58
Denmark,Balance,Residual fuel oil,Net Deliveries,2021,65
Estonia,Balance,Residual fuel oil,Net Deliveries,2021,30
Finland,Balance,Residual fuel oil,Net Deliveries,2021,436
France,Balance,Residual fuel oil,Net Deliveries,2021,963
Germany,Balance,Residual fuel oil,Net Deliveries,2021,1885.552
Greece,Balance,Residual fuel oil,Net Deliveries,2021,1305.461
Hungary,Balance,Residual fuel oil,Net Deliveries,2021,7
Iceland,Balance,Residual fuel oil,Net Deliveries,2021,0
Ireland,Balance,Residual fuel oil,Net Deliveries,2021,224.774
Israel,Balance,Residual fuel oil,Net Deliveries,2021,566
Italy,Balance,Residual fuel oil,Net Deliveries,2021,1064.882
Japan,Balance,Residual fuel oil,Net Deliveries,2021,8426.283
South Korea,Balance,Residual fuel oil,Net Deliveries,2021,1414.478
Latvia,Balance,Residual fuel oil,Net Deliveries,2021,0
Lithuania,Balance,Residual fuel oil,Net Deliveries,2021,38.7
Luxembourg,Balance,Residual fuel oil,Net Deliveries,2021,0.007
Mexico,Balance,Residual fuel oil,Net Deliveries,2021,3882
Netherlands,Balance,Residual fuel oil,Net Deliveries,2021,0.013
Norway,Balance,Residual fuel oil,Net Deliveries,2021,32.528
New Zealand,Balance,Residual fuel oil,Net Deliveries,2021,66
Poland,Balance,Residual fuel oil,Net Deliveries,2021,290.333
Portugal,Balance,Residual fuel oil,Net Deliveries,2021,727.672
Slovakia,Balance,Residual fuel oil,Net Deliveries,2021,-25.756
Slovenia,Balance,Residual fuel oil,Net Deliveries,2021,3
Spain,Balance,Residual fuel oil,Net Deliveries,2021,1769.511
Sweden,Balance,Residual fuel oil,Net Deliveries,2021,306.075
Switzerland,Balance,Residual fuel oil,Net Deliveries,2021,0
Türkiye,Balance,Residual fuel oil,Net Deliveries,2021,329.527
United Kingdom,Balance,Residual fuel oil,Net Deliveries,2021,324.346
United States,Balance,Residual fuel oil,Net Deliveries,2021,3490
Australia,Balance,Other oil products,Net Deliveries,2021,1851.196
Austria,Balance,Other oil products,Net Deliveries,2021,589.49
Belgium,Balance,Other oil products,Net Deliveries,2021,692.1
Canada,Balance,Other oil products,Net Deliveries,2021,20420.618
Chile,Balance,Other oil products,Net Deliveries,2021,585.197
Czech Republic,Balance,Other oil products,Net Deliveries,2021,1231
Denmark,Balance,Other oil products,Net Deliveries,2021,404
Estonia,Balance,Other oil products,Net Deliveries,2021,0
Finland,Balance,Other oil products,Net Deliveries,2021,195
France,Balance,Other oil products,Net Deliveries,2021,5362
Germany,Balance,Other oil products,Net Deliveries,2021,4089.004
Greece,Balance,Other oil products,Net Deliveries,2021,836.143
Hungary,Balance,Other oil products,Net Deliveries,2021,681
Iceland,Balance,Other oil products,Net Deliveries,2021,6.934
Ireland,Balance,Other oil products,Net Deliveries,2021,509.999
Israel,Balance,Other oil products,Net Deliveries,2021,571
Italy,Balance,Other oil products,Net Deliveries,2021,4197.267
Japan,Balance,Other oil products,Net Deliveries,2021,10565.358
South Korea,Balance,Other oil products,Net Deliveries,2021,5101.705
Latvia,Balance,Other oil products,Net Deliveries,2021,58.211
Lithuania,Balance,Other oil products,Net Deliveries,2021,226
Luxembourg,Balance,Other oil products,Net Deliveries,2021,74.531
Mexico,Balance,Other oil products,Net Deliveries,2021,2852
Netherlands,Balance,Other oil products,Net Deliveries,2021,2876.097
Norway,Balance,Other oil products,Net Deliveries,2021,2243.386
New Zealand,Balance,Other oil products,Net Deliveries,2021,355
Poland,Balance,Other oil products,Net Deliveries,2021,3116.052
Portugal,Balance,Other oil products,Net Deliveries,2021,601.439
Slovakia,Balance,Other oil products,Net Deliveries,2021,40.826
Slovenia,Balance,Other oil products,Net Deliveries,2021,197
Spain,Balance,Other oil products,Net Deliveries,2021,3707.287
Sweden,Balance,Other oil products,Net Deliveries,2021,814.857
Switzerland,Balance,Other oil products,Net Deliveries,2021,331.951
Türkiye,Balance,Other oil products,Net Deliveries,2021,8318.325
United Kingdom,Balance,Other oil products,Net Deliveries,2021,3542
United States,Balance,Other oil products,Net Deliveries,2021,100967
Australia,Balance,Other oil products,Net Deliveries,2021,1774.44
Austria,Balance,Other oil products,Net Deliveries,2021,506.077
Belgium,Balance,Other oil products,Net Deliveries,2021,208.7
Canada,Balance,Other oil products,Net Deliveries,2021,19803.959
Chile,Balance,Other oil products,Net Deliveries,2021,801.325
Czech Republic,Balance,Other oil products,Net Deliveries,2021,1330
Denmark,Balance,Other oil products,Net Deliveries,2021,402
Estonia,Balance,Other oil products,Net Deliveries,2021,0
Finland,Balance,Other oil products,Net Deliveries,2021,159
France,Balance,Other oil products,Net Deliveries,2021,4967
Germany,Balance,Other oil products,Net Deliveries,2021,4311.862
Greece,Balance,Other oil products,Net Deliveries,2021,923.45
Hungary,Balance,Other oil products,Net Deliveries,2021,629
Iceland,Balance,Other oil products,Net Deliveries,2021,13.462
Ireland,Balance,Other oil products,Net Deliveries,2021,488.208
Israel,Balance,Other oil products,Net Deliveries,2021,512
Italy,Balance,Other oil products,Net Deliveries,2021,4009.857
Japan,Balance,Other oil products,Net Deliveries,2021,10244.38
South Korea,Balance,Other oil products,Net Deliveries,2021,4425.944
Latvia,Balance,Other oil products,Net Deliveries,2021,77.179
Lithuania,Balance,Other oil products,Net Deliveries,2021,194.7
Luxembourg,Balance,Other oil products,Net Deliveries,2021,33.607
Mexico,Balance,Other oil products,Net Deliveries,2021,2741
Netherlands,Balance,Other oil products,Net Deliveries,2021,3041.479
Norway,Balance,Other oil products,Net Deliveries,2021,1651.752
New Zealand,Balance,Other oil products,Net Deliveries,2021,311
Poland,Balance,Other oil products,Net Deliveries,2021,2912.673
Portugal,Balance,Other oil products,Net Deliveries,2021,599.388
Slovakia,Balance,Other oil products,Net Deliveries,2021,7.056
Slovenia,Balance,Other oil products,Net Deliveries,2021,155
Spain,Balance,Other oil products,Net Deliveries,2021,2950.446
Sweden,Balance,Other oil products,Net Deliveries,2021,684.276
Switzerland,Balance,Other oil products,Net Deliveries,2021,317.209
Türkiye,Balance,Other oil products,Net Deliveries,2021,8714.7
United Kingdom,Balance,Other oil products,Net Deliveries,2021,3289
United States,Balance,Other oil products,Net Deliveries,2021,107089
Australia,Balance,Total oil products production,Net Deliveries,2021,43287.369
Austria,Balance,Total oil products production,Net Deliveries,2021,11113.216
Belgium,Balance,Total oil products production,Net Deliveries,2021,20728.3
Canada,Balance,Total oil products production,Net Deliveries,2021,91977.211
Chile,Balance,Total oil products production,Net Deliveries,2021,16321.652
Czech Republic,Balance,Total oil products production,Net Deliveries,2021,9576
Denmark,Balance,Total oil products production,Net Deliveries,2021,5934
Estonia,Balance,Total oil products production,Net Deliveries,2021,1056
Finland,Balance,Total oil products production,Net Deliveries,2021,7440
France,Balance,Total oil products production,Net Deliveries,2021,69994
Germany,Balance,Total oil products production,Net Deliveries,2021,92290.793
Greece,Balance,Total oil products production,Net Deliveries,2021,9739.025
Hungary,Balance,Total oil products production,Net Deliveries,2021,7789
Iceland,Balance,Total oil products production,Net Deliveries,2021,538.586
Ireland,Balance,Total oil products production,Net Deliveries,2021,6661.688
Israel,Balance,Total oil products production,Net Deliveries,2021,9230
Italy,Balance,Total oil products production,Net Deliveries,2021,48660.433
Japan,Balance,Total oil products production,Net Deliveries,2021,140635.371
South Korea,Balance,Total oil products production,Net Deliveries,2021,95522.765
Latvia,Balance,Total oil products production,Net Deliveries,2021,1428.548
Lithuania,Balance,Total oil products production,Net Deliveries,2021,2578
Luxembourg,Balance,Total oil products production,Net Deliveries,2021,2615.571
Mexico,Balance,Total oil products production,Net Deliveries,2021,50636.342
Netherlands,Balance,Total oil products production,Net Deliveries,2021,24313.227
Norway,Balance,Total oil products production,Net Deliveries,2021,9821.259
New Zealand,Balance,Total oil products production,Net Deliveries,2021,6485
Poland,Balance,Total oil products production,Net Deliveries,2021,30914.859
Portugal,Balance,Total oil products production,Net Deliveries,2021,8811.09
Slovakia,Balance,Total oil products production,Net Deliveries,2021,3127.441
Slovenia,Balance,Total oil products production,Net Deliveries,2021,2172
Spain,Balance,Total oil products production,Net Deliveries,2021,45928.88
Sweden,Balance,Total oil products production,Net Deliveries,2021,10388.293
Switzerland,Balance,Total oil products production,Net Deliveries,2021,8552.193
Türkiye,Balance,Total oil products production,Net Deliveries,2021,44663.74
United Kingdom,Balance,Total oil products production,Net Deliveries,2021,53197
United States,Balance,Total oil products production,Net Deliveries,2021,776137.226
Australia,Balance,Total oil products production,Net Deliveries,2021,45989.733
Austria,Balance,Total oil products production,Net Deliveries,2021,10607.27
Belgium,Balance,Total oil products production,Net Deliveries,2021,19434.8
Canada,Balance,Total oil products production,Net Deliveries,2021,96681.685
Chile,Balance,Total oil products production,Net Deliveries,2021,17059.869
Czech Republic,Balance,Total oil products production,Net Deliveries,2021,9864
Denmark,Balance,Total oil products production,Net Deliveries,2021,6278
Estonia,Balance,Total oil products production,Net Deliveries,2021,1079
Finland,Balance,Total oil products production,Net Deliveries,2021,7810
France,Balance,Total oil products production,Net Deliveries,2021,69146
Germany,Balance,Total oil products production,Net Deliveries,2021,93776.831
Greece,Balance,Total oil products production,Net Deliveries,2021,10862.495
Hungary,Balance,Total oil products production,Net Deliveries,2021,7717
Iceland,Balance,Total oil products production,Net Deliveries,2021,762.454
Ireland,Balance,Total oil products production,Net Deliveries,2021,7149.749
Israel,Balance,Total oil products production,Net Deliveries,2021,10393
Italy,Balance,Total oil products production,Net Deliveries,2021,49825.241
Japan,Balance,Total oil products production,Net Deliveries,2021,139905.059
South Korea,Balance,Total oil products production,Net Deliveries,2021,94256.644
Latvia,Balance,Total oil products production,Net Deliveries,2021,1536.633
Lithuania,Balance,Total oil products production,Net Deliveries,2021,2534.8
Luxembourg,Balance,Total oil products production,Net Deliveries,2021,2358.309
Mexico,Balance,Total oil products production,Net Deliveries,2021,60224
Netherlands,Balance,Total oil products production,Net Deliveries,2021,24220.938
Norway,Balance,Total oil products production,Net Deliveries,2021,9073.723
New Zealand,Balance,Total oil products production,Net Deliveries,2021,7003
Poland,Balance,Total oil products production,Net Deliveries,2021,31964.574
Portugal,Balance,Total oil products production,Net Deliveries,2021,9971.263
Slovakia,Balance,Total oil products production,Net Deliveries,2021,3321.833
Slovenia,Balance,Total oil products production,Net Deliveries,2021,2449
Spain,Balance,Total oil products production,Net Deliveries,2021,48777.534
Sweden,Balance,Total oil products production,Net Deliveries,2021,9925.42
Switzerland,Balance,Total oil products production,Net Deliveries,2021,8772.13
Türkiye,Balance,Total oil products production,Net Deliveries,2021,46320.086
United Kingdom,Balance,Total oil products production,Net Deliveries,2021,58678.346
United States,Balance,Total oil products production,Net Deliveries,2021,790672.407
Australia,Balance,Total oil production,Consumption Pattern,2021,4973.127
Austria,Balance,Total oil production,Consumption Pattern,2021,2771.875
Belgium,Balance,Total oil production,Consumption Pattern,2021,5782.5
Canada,Balance,Total oil production,Consumption Pattern,2021,16735.657
Chile,Balance,Total oil production,Consumption Pattern,2021,1379.215
Czech Republic,Balance,Total oil production,Consumption Pattern,2021,2764
Denmark,Balance,Total oil production,Consumption Pattern,2021,2986
Estonia,Balance,Total oil production,Consumption Pattern,2021,332
Finland,Balance,Total oil production,Consumption Pattern,2021,4772
France,Balance,Total oil production,Consumption Pattern,2021,20173
Germany,Balance,Total oil production,Consumption Pattern,2021,35720.37
Greece,Balance,Total oil production,Consumption Pattern,2021,4256.708
Hungary,Balance,Total oil production,Consumption Pattern,2021,3281
Iceland,Balance,Total oil production,Consumption Pattern,2021,0
Ireland,Balance,Total oil production,Consumption Pattern,2021,1422.942
Israel,Balance,Total oil production,Consumption Pattern,2021,0
Italy,Balance,Total oil production,Consumption Pattern,2021,15125.573
Japan,Balance,Total oil production,Consumption Pattern,2021,68057.234
South Korea,Balance,Total oil production,Consumption Pattern,2021,23386.141
Latvia,Balance,Total oil production,Consumption Pattern,2021,347.819
Lithuania,Balance,Total oil production,Consumption Pattern,2021,1081.7
Luxembourg,Balance,Total oil production,Consumption Pattern,2021,75.961
Mexico,Balance,Total oil production,Consumption Pattern,2021,4886
Netherlands,Balance,Total oil production,Consumption Pattern,2021,11948.81
Norway,Balance,Total oil production,Consumption Pattern,2021,2739.575
New Zealand,Balance,Total oil production,Consumption Pattern,2021,913
Poland,Balance,Total oil production,Consumption Pattern,2021,10358.823
Portugal,Balance,Total oil production,Consumption Pattern,2021,2808.742
Slovakia,Balance,Total oil production,Consumption Pattern,2021,1407.144
Slovenia,Balance,Total oil production,Consumption Pattern,2021,670
Spain,Balance,Total oil production,Consumption Pattern,2021,14228.319
Sweden,Balance,Total oil production,Consumption Pattern,2021,4135.173
Switzerland,Balance,Total oil production,Consumption Pattern,2021,3896.801
Türkiye,Balance,Total oil production,Consumption Pattern,2021,11784.675
United Kingdom,Balance,Total oil production,Consumption Pattern,2021,9474
United States,Balance,Total oil production,Consumption Pattern,2021,197026
Australia,Balance,Total oil production,Consumption Pattern,2021,4971.319
Austria,Balance,Total oil production,Consumption Pattern,2021,2828.824
Belgium,Balance,Total oil production,Consumption Pattern,2021,6011.1
Canada,Balance,Total oil production,Consumption Pattern,2021,16600.13
Chile,Balance,Total oil production,Consumption Pattern,2021,1337.793
Czech Republic,Balance,Total oil production,Consumption Pattern,2021,2843
Denmark,Balance,Total oil production,Consumption Pattern,2021,3151
Estonia,Balance,Total oil production,Consumption Pattern,2021,453
Finland,Balance,Total oil production,Consumption Pattern,2021,4963
France,Balance,Total oil production,Consumption Pattern,2021,20175
Germany,Balance,Total oil production,Consumption Pattern,2021,35873.935
Greece,Balance,Total oil production,Consumption Pattern,2021,4538.612
Hungary,Balance,Total oil production,Consumption Pattern,2021,3514
Iceland,Balance,Total oil production,Consumption Pattern,2021,0
Ireland,Balance,Total oil production,Consumption Pattern,2021,1497.844
Israel,Balance,Total oil production,Consumption Pattern,2021,0
Italy,Balance,Total oil production,Consumption Pattern,2021,16151.41
Japan,Balance,Total oil production,Consumption Pattern,2021,66569
South Korea,Balance,Total oil production,Consumption Pattern,2021,23718.869
Latvia,Balance,Total oil production,Consumption Pattern,2021,384.036
Lithuania,Balance,Total oil production,Consumption Pattern,2021,1072.2
Luxembourg,Balance,Total oil production,Consumption Pattern,2021,68.113
Mexico,Balance,Total oil production,Consumption Pattern,2021,4862
Netherlands,Balance,Total oil production,Consumption Pattern,2021,16309.994
Norway,Balance,Total oil production,Consumption Pattern,2021,3464.987
New Zealand,Balance,Total oil production,Consumption Pattern,2021,736
Poland,Balance,Total oil production,Consumption Pattern,2021,10766.89
Portugal,Balance,Total oil production,Consumption Pattern,2021,2661.918
Slovakia,Balance,Total oil production,Consumption Pattern,2021,1525.913
Slovenia,Balance,Total oil production,Consumption Pattern,2021,633
Spain,Balance,Total oil production,Consumption Pattern,2021,14848.813
Sweden,Balance,Total oil production,Consumption Pattern,2021,4687.903
Switzerland,Balance,Total oil production,Consumption Pattern,2021,3401.196
Türkiye,Balance,Total oil production,Consumption Pattern,2021,11995.079
United Kingdom,Balance,Total oil production,Consumption Pattern,2021,8801
United States,Balance,Total oil production,Consumption Pattern,2021,168007
Australia,Balance,Crude oil,Consumption Pattern,2021,1354.909
Austria,Balance,Crude oil,Consumption Pattern,2021,1090.5
Belgium,Balance,Crude oil,Consumption Pattern,2021,950.8
Canada,Balance,Crude oil,Consumption Pattern,2021,10494.175
Chile,Balance,Crude oil,Consumption Pattern,2021,447.852
Czech Republic,Balance,Crude oil,Consumption Pattern,2021,1209
Denmark,Balance,Crude oil,Consumption Pattern,2021,645
Estonia,Balance,Crude oil,Consumption Pattern,2021,25
Finland,Balance,Crude oil,Consumption Pattern,2021,1653
France,Balance,Crude oil,Consumption Pattern,2021,6813
Germany,Balance,Crude oil,Consumption Pattern,2021,20250.774
Greece,Balance,Crude oil,Consumption Pattern,2021,1661.395
Hungary,Balance,Crude oil,Consumption Pattern,2021,1563
Iceland,Balance,Crude oil,Consumption Pattern,2021,0
Ireland,Balance,Crude oil,Consumption Pattern,2021,134.613
Israel,Balance,Crude oil,Consumption Pattern,2021,0
Italy,Balance,Crude oil,Consumption Pattern,2021,6251.532
Japan,Balance,Crude oil,Consumption Pattern,2021,55473.024
South Korea,Balance,Crude oil,Consumption Pattern,2021,14704.577
Latvia,Balance,Crude oil,Consumption Pattern,2021,0
Lithuania,Balance,Crude oil,Consumption Pattern,2021,444.3
Luxembourg,Balance,Crude oil,Consumption Pattern,2021,0
Mexico,Balance,Crude oil,Consumption Pattern,2021,2711
Netherlands,Balance,Crude oil,Consumption Pattern,2021,3400.534
Norway,Balance,Crude oil,Consumption Pattern,2021,1807.852
New Zealand,Balance,Crude oil,Consumption Pattern,2021,232
Poland,Balance,Crude oil,Consumption Pattern,2021,6676.967
Portugal,Balance,Crude oil,Consumption Pattern,2021,920.824
Slovakia,Balance,Crude oil,Consumption Pattern,2021,781.996
Slovenia,Balance,Crude oil,Consumption Pattern,2021,0
Spain,Balance,Crude oil,Consumption Pattern,2021,4848.188
Sweden,Balance,Crude oil,Consumption Pattern,2021,1093.457
Switzerland,Balance,Crude oil,Consumption Pattern,2021,41.559
Türkiye,Balance,Crude oil,Consumption Pattern,2021,6792.344
United Kingdom,Balance,Crude oil,Consumption Pattern,2021,4591
United States,Balance,Crude oil,Consumption Pattern,2021,131548
Australia,Balance,Crude oil,Consumption Pattern,2021,1301.929
Austria,Balance,Crude oil,Consumption Pattern,2021,1157.987
Belgium,Balance,Crude oil,Consumption Pattern,2021,881.2
Canada,Balance,Crude oil,Consumption Pattern,2021,10266.605
Chile,Balance,Crude oil,Consumption Pattern,2021,397.067
Czech Republic,Balance,Crude oil,Consumption Pattern,2021,1244
Denmark,Balance,Crude oil,Consumption Pattern,2021,564
Estonia,Balance,Crude oil,Consumption Pattern,2021,110
Finland,Balance,Crude oil,Consumption Pattern,2021,1586
France,Balance,Crude oil,Consumption Pattern,2021,7029
Germany,Balance,Crude oil,Consumption Pattern,2021,20181.074
Greece,Balance,Crude oil,Consumption Pattern,2021,1665.244
Hungary,Balance,Crude oil,Consumption Pattern,2021,1960
Iceland,Balance,Crude oil,Consumption Pattern,2021,0
Ireland,Balance,Crude oil,Consumption Pattern,2021,213.175
Israel,Balance,Crude oil,Consumption Pattern,2021,0
Italy,Balance,Crude oil,Consumption Pattern,2021,6926.404
Japan,Balance,Crude oil,Consumption Pattern,2021,53896.619
South Korea,Balance,Crude oil,Consumption Pattern,2021,15754.452
Latvia,Balance,Crude oil,Consumption Pattern,2021,0
Lithuania,Balance,Crude oil,Consumption Pattern,2021,419.2
Luxembourg,Balance,Crude oil,Consumption Pattern,2021,0
Mexico,Balance,Crude oil,Consumption Pattern,2021,2750
Netherlands,Balance,Crude oil,Consumption Pattern,2021,6592.451
Norway,Balance,Crude oil,Consumption Pattern,2021,1879.216
New Zealand,Balance,Crude oil,Consumption Pattern,2021,107
Poland,Balance,Crude oil,Consumption Pattern,2021,6976.614
Portugal,Balance,Crude oil,Consumption Pattern,2021,813.026
Slovakia,Balance,Crude oil,Consumption Pattern,2021,846.433
Slovenia,Balance,Crude oil,Consumption Pattern,2021,0
Spain,Balance,Crude oil,Consumption Pattern,2021,5195.292
Sweden,Balance,Crude oil,Consumption Pattern,2021,1649.712
Switzerland,Balance,Crude oil,Consumption Pattern,2021,55.716
Türkiye,Balance,Crude oil,Consumption Pattern,2021,7021.057
United Kingdom,Balance,Crude oil,Consumption Pattern,2021,4137
United States,Balance,Crude oil,Consumption Pattern,2021,102567
Australia,Balance,Total oil products production,Consumption Pattern,2021,3618.218
Austria,Balance,Total oil products production,Consumption Pattern,2021,1681.375
Belgium,Balance,Total oil products production,Consumption Pattern,2021,4831.7
Canada,Balance,Total oil products production,Consumption Pattern,2021,6241.482
Chile,Balance,Total oil products production,Consumption Pattern,2021,931.363
Czech Republic,Balance,Total oil products production,Consumption Pattern,2021,1555
Denmark,Balance,Total oil products production,Consumption Pattern,2021,2341
Estonia,Balance,Total oil products production,Consumption Pattern,2021,307
Finland,Balance,Total oil products production,Consumption Pattern,2021,3119
France,Balance,Total oil products production,Consumption Pattern,2021,13360
Germany,Balance,Total oil products production,Consumption Pattern,2021,15469.596
Greece,Balance,Total oil products production,Consumption Pattern,2021,2595.313
Hungary,Balance,Total oil products production,Consumption Pattern,2021,1718
Iceland,Balance,Total oil products production,Consumption Pattern,2021,0
Ireland,Balance,Total oil products production,Consumption Pattern,2021,1288.329
Israel,Balance,Total oil products production,Consumption Pattern,2021,0
Italy,Balance,Total oil products production,Consumption Pattern,2021,8874.041
Japan,Balance,Total oil products production,Consumption Pattern,2021,12584.21
South Korea,Balance,Total oil products production,Consumption Pattern,2021,8681.564
Latvia,Balance,Total oil products production,Consumption Pattern,2021,347.819
Lithuania,Balance,Total oil products production,Consumption Pattern,2021,637.4
Luxembourg,Balance,Total oil products production,Consumption Pattern,2021,75.961
Mexico,Balance,Total oil products production,Consumption Pattern,2021,2175
Netherlands,Balance,Total oil products production,Consumption Pattern,2021,8548.276
Norway,Balance,Total oil products production,Consumption Pattern,2021,931.723
New Zealand,Balance,Total oil products production,Consumption Pattern,2021,681
Poland,Balance,Total oil products production,Consumption Pattern,2021,3681.856
Portugal,Balance,Total oil products production,Consumption Pattern,2021,1887.918
Slovakia,Balance,Total oil products production,Consumption Pattern,2021,625.148
Slovenia,Balance,Total oil products production,Consumption Pattern,2021,670
Spain,Balance,Total oil products production,Consumption Pattern,2021,9380.131
Sweden,Balance,Total oil products production,Consumption Pattern,2021,3041.716
Switzerland,Balance,Total oil products production,Consumption Pattern,2021,3855.242
Türkiye,Balance,Total oil products production,Consumption Pattern,2021,4992.331
United Kingdom,Balance,Total oil products production,Consumption Pattern,2021,4883
United States,Balance,Total oil products production,Consumption Pattern,2021,65478
Australia,Balance,Total oil products production,Consumption Pattern,2021,3669.39
Austria,Balance,Total oil products production,Consumption Pattern,2021,1670.837
Belgium,Balance,Total oil products production,Consumption Pattern,2021,5129.9
Canada,Balance,Total oil products production,Consumption Pattern,2021,6333.525
Chile,Balance,Total oil products production,Consumption Pattern,2021,940.726
Czech Republic,Balance,Total oil products production,Consumption Pattern,2021,1599
Denmark,Balance,Total oil products production,Consumption Pattern,2021,2587
Estonia,Balance,Total oil products production,Consumption Pattern,2021,343
Finland,Balance,Total oil products production,Consumption Pattern,2021,3377
France,Balance,Total oil products production,Consumption Pattern,2021,13146
Germany,Balance,Total oil products production,Consumption Pattern,2021,15692.861
Greece,Balance,Total oil products production,Consumption Pattern,2021,2873.368
Hungary,Balance,Total oil products production,Consumption Pattern,2021,1554
Iceland,Balance,Total oil products production,Consumption Pattern,2021,0
Ireland,Balance,Total oil products production,Consumption Pattern,2021,1284.669
Israel,Balance,Total oil products production,Consumption Pattern,2021,0
Italy,Balance,Total oil products production,Consumption Pattern,2021,9225.006
Japan,Balance,Total oil products production,Consumption Pattern,2021,12672.381
South Korea,Balance,Total oil products production,Consumption Pattern,2021,7964.417
Latvia,Balance,Total oil products production,Consumption Pattern,2021,384.036
Lithuania,Balance,Total oil products production,Consumption Pattern,2021,653
Luxembourg,Balance,Total oil products production,Consumption Pattern,2021,68.113
Mexico,Balance,Total oil products production,Consumption Pattern,2021,2112
Netherlands,Balance,Total oil products production,Consumption Pattern,2021,9717.543
Norway,Balance,Total oil products production,Consumption Pattern,2021,1585.771
New Zealand,Balance,Total oil products production,Consumption Pattern,2021,629
Poland,Balance,Total oil products production,Consumption Pattern,2021,3790.276
Portugal,Balance,Total oil products production,Consumption Pattern,2021,1848.892
Slovakia,Balance,Total oil products production,Consumption Pattern,2021,679.48
Slovenia,Balance,Total oil products production,Consumption Pattern,2021,633
Spain,Balance,Total oil products production,Consumption Pattern,2021,9653.521
Sweden,Balance,Total oil products production,Consumption Pattern,2021,3038.191
Switzerland,Balance,Total oil products production,Consumption Pattern,2021,3345.48
Türkiye,Balance,Total oil products production,Consumption Pattern,2021,4974.022
United Kingdom,Balance,Total oil products production,Consumption Pattern,2021,4664
United States,Balance,Total oil products production,Consumption Pattern,2021,65440
Australia,Balance,Total gas oil production,Consumption Pattern,2021,783.598
Austria,Balance,Total gas oil production,Consumption Pattern,2021,288.886
Belgium,Balance,Total gas oil production,Consumption Pattern,2021,487.6
Canada,Balance,Total gas oil production,Consumption Pattern,2021,1867.25
Chile,Balance,Total gas oil production,Consumption Pattern,2021,171.943
Czech Republic,Balance,Total gas oil production,Consumption Pattern,2021,402
Denmark,Balance,Total gas oil production,Consumption Pattern,2021,356
Estonia,Balance,Total gas oil production,Consumption Pattern,2021,85
Finland,Balance,Total gas oil production,Consumption Pattern,2021,283
France,Balance,Total gas oil production,Consumption Pattern,2021,1761
Germany,Balance,Total gas oil production,Consumption Pattern,2021,3115.408
Greece,Balance,Total gas oil production,Consumption Pattern,2021,322.83
Hungary,Balance,Total gas oil production,Consumption Pattern,2021,549
Iceland,Balance,Total gas oil production,Consumption Pattern,2021,0
Ireland,Balance,Total gas oil production,Consumption Pattern,2021,177.339
Israel,Balance,Total gas oil production,Consumption Pattern,2021,0
Italy,Balance,Total gas oil production,Consumption Pattern,2021,1546.033
Japan,Balance,Total gas oil production,Consumption Pattern,2021,1652.428
South Korea,Balance,Total gas oil production,Consumption Pattern,2021,877.897
Latvia,Balance,Total gas oil production,Consumption Pattern,2021,19.461
Lithuania,Balance,Total gas oil production,Consumption Pattern,2021,88.9
Luxembourg,Balance,Total gas oil production,Consumption Pattern,2021,5.82
